Images,modernDoor,oldDoor,flushDoor,panelledDoor,whiteDoor,brownDoor
FlushDoor (317).png,0.9986603260040283,2.3231484963198765e-17,2.5086052119149826e-05,0.00030425205477513373,0.001010288018733263,3.556606398280593e-11
FlushDoor (320).png,4.046502043904897e-17,9.895488214333475e-17,1.7703772764835577e-17,6.500853186926919e-14,2.4619711414127724e-16,1.0
FlushDoor (324).png,4.728459784093461e-16,1.0890849203797315e-16,0.9948593378067017,2.355028607022025e-13,0.0051405467092990875,9.367185072051143e-08
FlushDoor (325).png,0.0004003679205197841,6.24458991183019e-08,0.8001161217689514,0.0010222818236798048,0.06055855005979538,0.13790260255336761
FlushDoor (326).png,1.4326938980957493e-05,1.082363434989908e-10,7.771588570903987e-05,4.216833926853382e-14,0.9973913431167603,0.0025165891274809837
FlushDoor (327).png,1.8592755373497694e-12,7.723772632283192e-16,4.1634882563812425e-07,2.447986258147239e-10,1.640438118677423e-09,0.9999995231628418
FlushDoor (328).png,0.8175212144851685,6.702724177553784e-15,0.16247493028640747,2.340758338027771e-13,1.9086205611529294e-06,0.020001906901597977
FlushDoor (329).png,4.514408828981686e-06,6.933990599582163e-13,0.0009627488325349987,2.519164809200447e-05,0.0022459167521446943,0.9967616200447083
FlushDoor (332).png,0.009381246753036976,0.0004275446117389947,0.9901856184005737,5.400172085501254e-06,7.529851048238001e-11,1.4786066060423764e-07
FlushDoor (335).png,5.311801578500308e-05,3.596567962611645e-15,0.001295917434617877,1.3394541031885865e-10,0.998650848865509,1.075942464012769e-07
FlushDoor (340).png,0.153046652674675,1.6474926349367702e-14,1.2859788967034547e-07,1.9651304228318622e-06,0.028104186058044434,0.8188470602035522
FlushDoor (344).png,0.0007993860053829849,1.1337740943417884e-05,1.3590680509878439e-06,0.5361204743385315,0.45938053727149963,0.0036868599709123373
FlushDoor (345).png,1.0,9.345158997101536e-17,1.853309727906094e-09,6.243884345530986e-18,5.529416036154089e-09,1.8831333714608434e-10
FlushDoor (348).png,0.848957896232605,1.609993771677773e-16,0.1509883850812912,1.3417527497949777e-06,1.703220249282822e-07,5.2209379646228626e-05
FlushDoor (353).png,0.21375520527362823,3.1362226149411754e-09,0.7453507781028748,7.077660939103225e-06,1.8165472459585885e-09,0.040886882692575455
FlushDoor (354).png,0.0005805107648484409,2.9318666747712996e-06,9.037372365128249e-05,1.833713838550466e-07,0.9993257522583008,1.8199990847733716e-07
FlushDoor (356).png,0.00024286886036861688,1.943930127978888e-09,6.546508666360751e-05,0.13243162631988525,5.045161879414783e-13,0.8672600388526917
FlushDoor (359).png,0.01235060952603817,5.4401656512936825e-09,0.9876493811607361,3.920767811469979e-16,3.786147217965663e-08,4.722811226300083e-13
FlushDoor (363).png,0.047929443418979645,1.1391803056426397e-09,0.033508170396089554,0.914883017539978,0.003678480628877878,8.222673386626411e-07
FlushDoor (366).png,0.00024690336431376636,6.90024315463944e-10,1.7417001799913123e-05,6.641122496375829e-08,0.12414200603961945,0.8755936026573181
FlushDoor (368).png,8.12311640174812e-09,2.2269876220892826e-10,5.31599362147972e-05,8.339274791069329e-05,0.9998354911804199,2.793733438011259e-05
FlushDoor (37).png,7.22312188372598e-06,1.9761921066674404e-05,3.292306161029046e-08,5.663113711307233e-07,0.9999724626541138,8.261490158645302e-09
FlushDoor (370).png,0.36093881726264954,9.69745306065306e-05,9.100526199290471e-07,4.0122653444996104e-05,0.6389229893684387,1.6401715186020738e-07
FlushDoor (372).png,0.017188940197229385,0.19781263172626495,0.5634813904762268,0.005445840302854776,7.912451138736287e-09,0.21607114374637604
FlushDoor (374).png,1.3208723004254352e-10,2.010151665694967e-18,2.1762554258675237e-10,8.78106753976482e-11,1.0,5.9499024698578436e-15
FlushDoor (378).png,3.696145819964691e-12,8.707779939182476e-19,7.08692260431576e-09,5.411298037265311e-13,1.3520353239759864e-11,1.0
FlushDoor (382).png,2.0834008296333195e-07,1.2059470175934672e-12,0.00011750359408324584,0.6883808970451355,5.383169241992463e-15,0.31150147318840027
FlushDoor (383).png,0.9993341565132141,1.698016206808095e-11,0.0006221944931894541,4.343234104453586e-05,2.2580422774642894e-12,8.1839431231856e-08
FlushDoor (387).png,6.758040882459682e-08,1.105444091820118e-08,5.051491598351276e-07,5.94589946558699e-05,8.717539743968315e-16,0.9999399185180664
FlushDoor (391).png,2.369960867554255e-07,2.7079112285832707e-08,0.9999963045120239,2.160238864234998e-06,1.0095899227735572e-08,1.2789620313924388e-06
FlushDoor (393).png,0.07373970746994019,7.165631976668863e-10,0.0005931160994805396,3.1254276109393686e-06,0.9256624579429626,1.5124653600651072e-06
FlushDoor (396).png,0.02131029963493347,8.631529159767917e-15,0.9785724878311157,2.588337338238489e-06,3.831531714126868e-08,0.0001146144131780602
FlushDoor (40).png,0.0036054523661732674,8.486229489790276e-06,2.375595249759499e-05,0.4521254599094391,7.302499049899325e-09,0.5442368388175964
FlushDoor (400).png,3.578572239427459e-14,1.0581088427805804e-17,2.8681323982482354e-08,7.193130639737699e-13,1.0,4.952276869835126e-12
FlushDoor (41).png,0.12609827518463135,4.804831377214214e-08,0.07454904913902283,3.7883747788097777e-13,0.7993526458740234,8.20636614218273e-11
FlushDoor (44).png,0.10467801243066788,8.46358005901493e-09,0.8871686458587646,0.0066975620575249195,2.9287756664331255e-09,0.001455805730074644
FlushDoor (45).png,0.000683847873006016,2.5086288925210915e-16,0.9917392730712891,2.276340609341787e-07,1.995921872222084e-09,0.007576645817607641
FlushDoor (46).png,1.4134206305360664e-10,2.737142753932425e-14,3.4208192118967418e-06,4.968141365679912e-05,0.0003417353436816484,0.9996052384376526
